"statefip","stateabbrev","area","MSAname","countyfip","county_town_name"
"51","VA","31340","Lynchburg, VA","011","Appomattox County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","013","Arlington County"
"51","VA","44420","Staunton-Stuarts Draft, VA","015","Augusta County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","017","Bath County"
"51","VA","31340","Lynchburg, VA","019","Bedford County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","021","Bland County"
"51","VA","40220","Roanoke, VA","023","Botetourt County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","025","Brunswick County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","027","Buchanan County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","029","Buckingham County"
"51","VA","31340","Lynchburg, VA","031","Campbell County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","033","Caroline County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","035","Carroll County"
"51","VA","40060","Richmond, VA","036","Charles City County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","037","Charlotte County"
"51","VA","40060","Richmond, VA","041","Chesterfield County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","043","Clarke County"
"51","VA","40220","Roanoke, VA","045","Craig County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","047","Culpeper County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","049","Cumberland County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","051","Dickenson County"
"51","VA","40060","Richmond, VA","053","Dinwiddie County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","057","Essex County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","059","Fairfax County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","061","Fauquier County"
"51","VA","13980","Blacksburg-Christiansburg-Radford, VA","063","Floyd County"
"51","VA","16820","Charlottesville, VA","065","Fluvanna County"
"51","VA","40220","Roanoke, VA","067","Franklin County"
"51","VA","49020","Winchester, VA-WV","069","Frederick County"
"51","VA","13980","Blacksburg-Christiansburg-Radford, VA","071","Giles County"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","073","Gloucester County"
"51","VA","40060","Richmond, VA","075","Goochland County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","077","Grayson County"
"51","VA","16820","Charlottesville, VA","079","Greene County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","081","Greensville County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","083","Halifax County"
"51","VA","40060","Richmond, VA","085","Hanover County"
"51","VA","40060","Richmond, VA","087","Henrico County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","089","Henry County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","091","Highland County"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","093","Isle of Wight County"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","095","James City County"
"51","VA","40060","Richmond, VA","097","King and Queen County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","099","King George County"
"51","VA","40060","Richmond, VA","101","King William County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","103","Lancaster County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","105","Lee County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","107","Loudoun County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","109","Louisa County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","111","Lunenburg County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","113","Madison County"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","115","Mathews County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","117","Mecklenburg County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","119","Middlesex County"
"51","VA","13980","Blacksburg-Christiansburg-Radford, VA","121","Montgomery County"
"51","VA","16820","Charlottesville, VA","125","Nelson County"
"51","VA","40060","Richmond, VA","127","New Kent County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","131","Northampton County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","133","Northumberland County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","135","Nottoway County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","137","Orange County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","139","Page County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","141","Patrick County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","143","Pittsylvania County"
"51","VA","40060","Richmond, VA","145","Powhatan County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","147","Prince Edward County"
"51","VA","40060","Richmond, VA","149","Prince George County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","153","Prince William County"
"51","VA","13980","Blacksburg-Christiansburg-Radford, VA","155","Pulaski County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","157","Rappahannock County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","159","Richmond County"
"51","VA","40220","Roanoke, VA","161","Roanoke County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","163","Rockbridge County"
"51","VA","25500","Harrisonburg, VA","165","Rockingham County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","167","Russell County"
"51","VA","28700","Kingsport-Bristol, TN-VA","169","Scott County"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","171","Shenandoah County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","173","Smyth County"
"51","VA","5100002","Southside Virginia nonmetropolitan area","175","Southampton County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","177","Spotsylvania County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","179","Stafford County"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","181","Surry County"
"51","VA","40060","Richmond, VA","183","Sussex County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","185","Tazewell County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","187","Warren County"
"51","VA","28700","Kingsport-Bristol, TN-VA","191","Washington County"
"51","VA","5100003","Northeast Virginia nonmetropolitan area","193","Westmoreland County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","195","Wise County"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","197","Wythe County"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","199","York County"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","510","Alexandria city"
"51","VA","28700","Kingsport-Bristol, TN-VA","520","Bristol city"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","530","Buena Vista city"
"51","VA","16820","Charlottesville, VA","540","Charlottesville city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","550","Chesapeake city"
"51","VA","40060","Richmond, VA","570","Colonial Heights city"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","580","Covington city"
"51","VA","5100002","Southside Virginia nonmetropolitan area","590","Danville city"
"51","VA","5100002","Southside Virginia nonmetropolitan area","595","Emporia city"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","600","Fairfax city"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","610","Falls Church city"
"51","VA","5100002","Southside Virginia nonmetropolitan area","620","Franklin city"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","630","Fredericksburg city"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","640","Galax city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","650","Hampton city"
"51","VA","25500","Harrisonburg, VA","660","Harrisonburg city"
"51","VA","40060","Richmond, VA","670","Hopewell city"
"51","VA","5100004","Northwest Virginia nonmetropolitan area","678","Lexington city"
"51","VA","31340","Lynchburg, VA","680","Lynchburg city"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","683","Manassas city"
"51","VA","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","685","Manassas Park city"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","690","Martinsville city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","700","Newport News city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","710","Norfolk city"
"51","VA","5100001","Southwest Virginia nonmetropolitan area","720","Norton city"
"51","VA","40060","Richmond, VA","730","Petersburg city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","735","Poquoson city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","740","Portsmouth city"
"51","VA","13980","Blacksburg-Christiansburg-Radford, VA","750","Radford city"
"51","VA","40060","Richmond, VA","760","Richmond city"
"51","VA","40220","Roanoke, VA","770","Roanoke city"
"51","VA","40220","Roanoke, VA","775","Salem city"
"51","VA","44420","Staunton-Stuarts Draft, VA","790","Staunton city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","800","Suffolk city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","810","Virginia Beach city"
"51","VA","44420","Staunton-Stuarts Draft, VA","820","Waynesboro city"
"51","VA","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","830","Williamsburg city"
"51","VA","49020","Winchester, VA-WV","840","Winchester city"
"53","WA","5300007","Eastern Washington nonmetropolitan area","001","Adams County"
"53","WA","30300","Lewiston, ID-WA","003","Asotin County"
"53","WA","28420","Kennewick-Richland, WA","005","Benton County"
"53","WA","48300","Wenatchee-East Wenatchee, WA","007","Chelan County"
"53","WA","5300006","Western Washington nonmetropolitan area","009","Clallam County"
"53","WA","38900","Portland-Vancouver-Hillsboro, OR-WA","011","Clark County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","013","Columbia County"
"53","WA","31020","Longview-Kelso, WA","015","Cowlitz County"
"53","WA","48300","Wenatchee-East Wenatchee, WA","017","Douglas County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","019","Ferry County"
"53","WA","28420","Kennewick-Richland, WA","021","Franklin County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","023","Garfield County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","025","Grant County"
"53","WA","5300006","Western Washington nonmetropolitan area","027","Grays Harbor County"
"53","WA","5300006","Western Washington nonmetropolitan area","029","Island County"
"53","WA","5300006","Western Washington nonmetropolitan area","031","Jefferson County"
"53","WA","42660","Seattle-Tacoma-Bellevue, WA","033","King County"
"53","WA","14740","Bremerton-Silverdale-Port Orchard, WA","035","Kitsap County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","037","Kittitas County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","039","Klickitat County"
"53","WA","5300006","Western Washington nonmetropolitan area","041","Lewis County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","043","Lincoln County"
"53","WA","5300006","Western Washington nonmetropolitan area","045","Mason County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","047","Okanogan County"
"53","WA","5300006","Western Washington nonmetropolitan area","049","Pacific County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","051","Pend Oreille County"
"53","WA","42660","Seattle-Tacoma-Bellevue, WA","053","Pierce County"
"53","WA","5300006","Western Washington nonmetropolitan area","055","San Juan County"
"53","WA","34580","Mount Vernon-Anacortes, WA","057","Skagit County"
"53","WA","38900","Portland-Vancouver-Hillsboro, OR-WA","059","Skamania County"
"53","WA","42660","Seattle-Tacoma-Bellevue, WA","061","Snohomish County"
"53","WA","44060","Spokane-Spokane Valley, WA","063","Spokane County"
"53","WA","44060","Spokane-Spokane Valley, WA","065","Stevens County"
"53","WA","36500","Olympia-Lacey-Tumwater, WA","067","Thurston County"
"53","WA","5300006","Western Washington nonmetropolitan area","069","Wahkiakum County"
"53","WA","47460","Walla Walla, WA","071","Walla Walla County"
"53","WA","13380","Bellingham, WA","073","Whatcom County"
"53","WA","5300007","Eastern Washington nonmetropolitan area","075","Whitman County"
"53","WA","49420","Yakima, WA","077","Yakima County"
"54","WV","5400002","Northern West Virginia nonmetropolitan area","001","Barbour County"
"54","WV","25180","Hagerstown-Martinsburg, MD-WV","003","Berkeley County"
"54","WV","16620","Charleston, WV","005","Boone County"
"54","WV","5400002","Northern West Virginia nonmetropolitan area","007","Braxton County"
"54","WV","48260","Weirton-Steubenville, WV-OH","009","Brooke County"
"54","WV","26580","Huntington-Ashland, WV-KY-OH","011","Cabell County"
