"state","year","state_min_wage","state_min_wage_lastyr","state_min_wage_hike","state_min_wage_period","state_min_wage_last","state_min_wage_hike_last"
"CT",2080,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2081,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2082,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2083,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2084,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2085,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2086,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2087,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2088,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2089,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2090,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2091,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2092,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2093,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2094,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2095,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2096,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2097,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2098,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2099,16.35,16.35,0,1,15.69,0.660000000000002
"CT",2100,16.35,16.35,0,1,15.69,0.660000000000002
"DC",2024,17,NA,NA,0,NA,NA
"DC",2025,17.5,17,0.5,1,17,0.5
"DC",2026,17.5,17.5,0,1,17,0.5
"DC",2027,17.5,17.5,0,1,17,0.5
"DC",2028,17.5,17.5,0,1,17,0.5
"DC",2029,17.5,17.5,0,1,17,0.5
"DC",2030,17.5,17.5,0,1,17,0.5
"DC",2031,17.5,17.5,0,1,17,0.5
"DC",2032,17.5,17.5,0,1,17,0.5
"DC",2033,17.5,17.5,0,1,17,0.5
"DC",2034,17.5,17.5,0,1,17,0.5
"DC",2035,17.5,17.5,0,1,17,0.5
"DC",2036,17.5,17.5,0,1,17,0.5
"DC",2037,17.5,17.5,0,1,17,0.5
"DC",2038,17.5,17.5,0,1,17,0.5
"DC",2039,17.5,17.5,0,1,17,0.5
"DC",2040,17.5,17.5,0,1,17,0.5
"DC",2041,17.5,17.5,0,1,17,0.5
"DC",2042,17.5,17.5,0,1,17,0.5
"DC",2043,17.5,17.5,0,1,17,0.5
"DC",2044,17.5,17.5,0,1,17,0.5
"DC",2045,17.5,17.5,0,1,17,0.5
"DC",2046,17.5,17.5,0,1,17,0.5
"DC",2047,17.5,17.5,0,1,17,0.5
"DC",2048,17.5,17.5,0,1,17,0.5
"DC",2049,17.5,17.5,0,1,17,0.5
"DC",2050,17.5,17.5,0,1,17,0.5
"DC",2051,17.5,17.5,0,1,17,0.5
"DC",2052,17.5,17.5,0,1,17,0.5
"DC",2053,17.5,17.5,0,1,17,0.5
"DC",2054,17.5,17.5,0,1,17,0.5
"DC",2055,17.5,17.5,0,1,17,0.5
"DC",2056,17.5,17.5,0,1,17,0.5
"DC",2057,17.5,17.5,0,1,17,0.5
"DC",2058,17.5,17.5,0,1,17,0.5
"DC",2059,17.5,17.5,0,1,17,0.5
"DC",2060,17.5,17.5,0,1,17,0.5
"DC",2061,17.5,17.5,0,1,17,0.5
"DC",2062,17.5,17.5,0,1,17,0.5
"DC",2063,17.5,17.5,0,1,17,0.5
"DC",2064,17.5,17.5,0,1,17,0.5
"DC",2065,17.5,17.5,0,1,17,0.5
"DC",2066,17.5,17.5,0,1,17,0.5
"DC",2067,17.5,17.5,0,1,17,0.5
"DC",2068,17.5,17.5,0,1,17,0.5
"DC",2069,17.5,17.5,0,1,17,0.5
"DC",2070,17.5,17.5,0,1,17,0.5
"DC",2071,17.5,17.5,0,1,17,0.5
"DC",2072,17.5,17.5,0,1,17,0.5
"DC",2073,17.5,17.5,0,1,17,0.5
"DC",2074,17.5,17.5,0,1,17,0.5
"DC",2075,17.5,17.5,0,1,17,0.5
"DC",2076,17.5,17.5,0,1,17,0.5
"DC",2077,17.5,17.5,0,1,17,0.5
"DC",2078,17.5,17.5,0,1,17,0.5
"DC",2079,17.5,17.5,0,1,17,0.5
"DC",2080,17.5,17.5,0,1,17,0.5
"DC",2081,17.5,17.5,0,1,17,0.5
"DC",2082,17.5,17.5,0,1,17,0.5
"DC",2083,17.5,17.5,0,1,17,0.5
"DC",2084,17.5,17.5,0,1,17,0.5
"DC",2085,17.5,17.5,0,1,17,0.5
"DC",2086,17.5,17.5,0,1,17,0.5
"DC",2087,17.5,17.5,0,1,17,0.5
"DC",2088,17.5,17.5,0,1,17,0.5
"DC",2089,17.5,17.5,0,1,17,0.5
"DC",2090,17.5,17.5,0,1,17,0.5
"DC",2091,17.5,17.5,0,1,17,0.5
"DC",2092,17.5,17.5,0,1,17,0.5
"DC",2093,17.5,17.5,0,1,17,0.5
"DC",2094,17.5,17.5,0,1,17,0.5
"DC",2095,17.5,17.5,0,1,17,0.5
"DC",2096,17.5,17.5,0,1,17,0.5
"DC",2097,17.5,17.5,0,1,17,0.5
"DC",2098,17.5,17.5,0,1,17,0.5
"DC",2099,17.5,17.5,0,1,17,0.5
"DC",2100,17.5,17.5,0,1,17,0.5
"DE",2024,13.25,NA,NA,0,NA,NA
"DE",2025,15,13.25,1.75,1,13.25,1.75
"DE",2026,15,15,0,1,13.25,1.75
"DE",2027,15,15,0,1,13.25,1.75
"DE",2028,15,15,0,1,13.25,1.75
"DE",2029,15,15,0,1,13.25,1.75
"DE",2030,15,15,0,1,13.25,1.75
"DE",2031,15,15,0,1,13.25,1.75
"DE",2032,15,15,0,1,13.25,1.75
"DE",2033,15,15,0,1,13.25,1.75
"DE",2034,15,15,0,1,13.25,1.75
"DE",2035,15,15,0,1,13.25,1.75
"DE",2036,15,15,0,1,13.25,1.75
"DE",2037,15,15,0,1,13.25,1.75
"DE",2038,15,15,0,1,13.25,1.75
"DE",2039,15,15,0,1,13.25,1.75
"DE",2040,15,15,0,1,13.25,1.75
"DE",2041,15,15,0,1,13.25,1.75
"DE",2042,15,15,0,1,13.25,1.75
"DE",2043,15,15,0,1,13.25,1.75
"DE",2044,15,15,0,1,13.25,1.75
"DE",2045,15,15,0,1,13.25,1.75
"DE",2046,15,15,0,1,13.25,1.75
"DE",2047,15,15,0,1,13.25,1.75
"DE",2048,15,15,0,1,13.25,1.75
"DE",2049,15,15,0,1,13.25,1.75
"DE",2050,15,15,0,1,13.25,1.75
"DE",2051,15,15,0,1,13.25,1.75
"DE",2052,15,15,0,1,13.25,1.75
"DE",2053,15,15,0,1,13.25,1.75
"DE",2054,15,15,0,1,13.25,1.75
"DE",2055,15,15,0,1,13.25,1.75
"DE",2056,15,15,0,1,13.25,1.75
"DE",2057,15,15,0,1,13.25,1.75
"DE",2058,15,15,0,1,13.25,1.75
"DE",2059,15,15,0,1,13.25,1.75
"DE",2060,15,15,0,1,13.25,1.75
"DE",2061,15,15,0,1,13.25,1.75
"DE",2062,15,15,0,1,13.25,1.75
"DE",2063,15,15,0,1,13.25,1.75
"DE",2064,15,15,0,1,13.25,1.75
"DE",2065,15,15,0,1,13.25,1.75
"DE",2066,15,15,0,1,13.25,1.75
"DE",2067,15,15,0,1,13.25,1.75
"DE",2068,15,15,0,1,13.25,1.75
"DE",2069,15,15,0,1,13.25,1.75
"DE",2070,15,15,0,1,13.25,1.75
"DE",2071,15,15,0,1,13.25,1.75
"DE",2072,15,15,0,1,13.25,1.75
"DE",2073,15,15,0,1,13.25,1.75
"DE",2074,15,15,0,1,13.25,1.75
"DE",2075,15,15,0,1,13.25,1.75
"DE",2076,15,15,0,1,13.25,1.75
"DE",2077,15,15,0,1,13.25,1.75
"DE",2078,15,15,0,1,13.25,1.75
"DE",2079,15,15,0,1,13.25,1.75
"DE",2080,15,15,0,1,13.25,1.75
"DE",2081,15,15,0,1,13.25,1.75
"DE",2082,15,15,0,1,13.25,1.75
"DE",2083,15,15,0,1,13.25,1.75
"DE",2084,15,15,0,1,13.25,1.75
"DE",2085,15,15,0,1,13.25,1.75
"DE",2086,15,15,0,1,13.25,1.75
"DE",2087,15,15,0,1,13.25,1.75
"DE",2088,15,15,0,1,13.25,1.75
"DE",2089,15,15,0,1,13.25,1.75
"DE",2090,15,15,0,1,13.25,1.75
"DE",2091,15,15,0,1,13.25,1.75
"DE",2092,15,15,0,1,13.25,1.75
"DE",2093,15,15,0,1,13.25,1.75
"DE",2094,15,15,0,1,13.25,1.75
"DE",2095,15,15,0,1,13.25,1.75
"DE",2096,15,15,0,1,13.25,1.75
"DE",2097,15,15,0,1,13.25,1.75
"DE",2098,15,15,0,1,13.25,1.75
"DE",2099,15,15,0,1,13.25,1.75
"DE",2100,15,15,0,1,13.25,1.75
"FL",2024,12,NA,NA,0,NA,NA
"FL",2025,13,12,1,1,12,1
"FL",2026,14,13,1,2,13,1
"FL",2027,15,14,1,3,14,1
"FL",2028,15,15,0,3,14,1
"FL",2029,15,15,0,3,14,1
"FL",2030,15,15,0,3,14,1
"FL",2031,15,15,0,3,14,1
"FL",2032,15,15,0,3,14,1
"FL",2033,15,15,0,3,14,1
"FL",2034,15,15,0,3,14,1
"FL",2035,15,15,0,3,14,1
"FL",2036,15,15,0,3,14,1
"FL",2037,15,15,0,3,14,1
"FL",2038,15,15,0,3,14,1
"FL",2039,15,15,0,3,14,1
"FL",2040,15,15,0,3,14,1
"FL",2041,15,15,0,3,14,1
"FL",2042,15,15,0,3,14,1
"FL",2043,15,15,0,3,14,1
"FL",2044,15,15,0,3,14,1
"FL",2045,15,15,0,3,14,1
"FL",2046,15,15,0,3,14,1
"FL",2047,15,15,0,3,14,1
"FL",2048,15,15,0,3,14,1
"FL",2049,15,15,0,3,14,1
"FL",2050,15,15,0,3,14,1
"FL",2051,15,15,0,3,14,1
"FL",2052,15,15,0,3,14,1
"FL",2053,15,15,0,3,14,1
"FL",2054,15,15,0,3,14,1
"FL",2055,15,15,0,3,14,1
"FL",2056,15,15,0,3,14,1
"FL",2057,15,15,0,3,14,1
"FL",2058,15,15,0,3,14,1
"FL",2059,15,15,0,3,14,1
"FL",2060,15,15,0,3,14,1
"FL",2061,15,15,0,3,14,1
"FL",2062,15,15,0,3,14,1
"FL",2063,15,15,0,3,14,1
"FL",2064,15,15,0,3,14,1
"FL",2065,15,15,0,3,14,1
"FL",2066,15,15,0,3,14,1
"FL",2067,15,15,0,3,14,1
"FL",2068,15,15,0,3,14,1
"FL",2069,15,15,0,3,14,1
"FL",2070,15,15,0,3,14,1
"FL",2071,15,15,0,3,14,1
"FL",2072,15,15,0,3,14,1
"FL",2073,15,15,0,3,14,1
"FL",2074,15,15,0,3,14,1
"FL",2075,15,15,0,3,14,1
"FL",2076,15,15,0,3,14,1
"FL",2077,15,15,0,3,14,1
"FL",2078,15,15,0,3,14,1
"FL",2079,15,15,0,3,14,1
"FL",2080,15,15,0,3,14,1
"FL",2081,15,15,0,3,14,1
"FL",2082,15,15,0,3,14,1
"FL",2083,15,15,0,3,14,1
"FL",2084,15,15,0,3,14,1
"FL",2085,15,15,0,3,14,1
"FL",2086,15,15,0,3,14,1
"FL",2087,15,15,0,3,14,1
"FL",2088,15,15,0,3,14,1
"FL",2089,15,15,0,3,14,1
"FL",2090,15,15,0,3,14,1
"FL",2091,15,15,0,3,14,1
"FL",2092,15,15,0,3,14,1
"FL",2093,15,15,0,3,14,1
"FL",2094,15,15,0,3,14,1
"FL",2095,15,15,0,3,14,1
"FL",2096,15,15,0,3,14,1
"FL",2097,15,15,0,3,14,1
"FL",2098,15,15,0,3,14,1
"FL",2099,15,15,0,3,14,1
"FL",2100,15,15,0,3,14,1
"GA",2024,7.25,NA,NA,0,7.25,0
"GA",2025,7.25,7.25,0,0,7.25,0
"GA",2026,7.25,7.25,0,0,7.25,0
"GA",2027,7.25,7.25,0,0,7.25,0
"GA",2028,7.25,7.25,0,0,7.25,0
"GA",2029,7.25,7.25,0,0,7.25,0
"GA",2030,7.25,7.25,0,0,7.25,0
"GA",2031,7.25,7.25,0,0,7.25,0
"GA",2032,7.25,7.25,0,0,7.25,0
"GA",2033,7.25,7.25,0,0,7.25,0
"GA",2034,7.25,7.25,0,0,7.25,0
"GA",2035,7.25,7.25,0,0,7.25,0
"GA",2036,7.25,7.25,0,0,7.25,0
"GA",2037,7.25,7.25,0,0,7.25,0
"GA",2038,7.25,7.25,0,0,7.25,0
"GA",2039,7.25,7.25,0,0,7.25,0
"GA",2040,7.25,7.25,0,0,7.25,0
"GA",2041,7.25,7.25,0,0,7.25,0
"GA",2042,7.25,7.25,0,0,7.25,0
"GA",2043,7.25,7.25,0,0,7.25,0
"GA",2044,7.25,7.25,0,0,7.25,0
"GA",2045,7.25,7.25,0,0,7.25,0
"GA",2046,7.25,7.25,0,0,7.25,0
"GA",2047,7.25,7.25,0,0,7.25,0
"GA",2048,7.25,7.25,0,0,7.25,0
"GA",2049,7.25,7.25,0,0,7.25,0
"GA",2050,7.25,7.25,0,0,7.25,0
"GA",2051,7.25,7.25,0,0,7.25,0
"GA",2052,7.25,7.25,0,0,7.25,0
"GA",2053,7.25,7.25,0,0,7.25,0
"GA",2054,7.25,7.25,0,0,7.25,0
"GA",2055,7.25,7.25,0,0,7.25,0
"GA",2056,7.25,7.25,0,0,7.25,0
"GA",2057,7.25,7.25,0,0,7.25,0
"GA",2058,7.25,7.25,0,0,7.25,0
"GA",2059,7.25,7.25,0,0,7.25,0
"GA",2060,7.25,7.25,0,0,7.25,0
"GA",2061,7.25,7.25,0,0,7.25,0
"GA",2062,7.25,7.25,0,0,7.25,0
"GA",2063,7.25,7.25,0,0,7.25,0
"GA",2064,7.25,7.25,0,0,7.25,0
"GA",2065,7.25,7.25,0,0,7.25,0
"GA",2066,7.25,7.25,0,0,7.25,0
"GA",2067,7.25,7.25,0,0,7.25,0
"GA",2068,7.25,7.25,0,0,7.25,0
"GA",2069,7.25,7.25,0,0,7.25,0
"GA",2070,7.25,7.25,0,0,7.25,0
"GA",2071,7.25,7.25,0,0,7.25,0
"GA",2072,7.25,7.25,0,0,7.25,0
"GA",2073,7.25,7.25,0,0,7.25,0
"GA",2074,7.25,7.25,0,0,7.25,0
"GA",2075,7.25,7.25,0,0,7.25,0
"GA",2076,7.25,7.25,0,0,7.25,0
"GA",2077,7.25,7.25,0,0,7.25,0
"GA",2078,7.25,7.25,0,0,7.25,0
"GA",2079,7.25,7.25,0,0,7.25,0
"GA",2080,7.25,7.25,0,0,7.25,0
"GA",2081,7.25,7.25,0,0,7.25,0
"GA",2082,7.25,7.25,0,0,7.25,0
"GA",2083,7.25,7.25,0,0,7.25,0
"GA",2084,7.25,7.25,0,0,7.25,0
"GA",2085,7.25,7.25,0,0,7.25,0
"GA",2086,7.25,7.25,0,0,7.25,0
"GA",2087,7.25,7.25,0,0,7.25,0
"GA",2088,7.25,7.25,0,0,7.25,0
"GA",2089,7.25,7.25,0,0,7.25,0
"GA",2090,7.25,7.25,0,0,7.25,0
"GA",2091,7.25,7.25,0,0,7.25,0
"GA",2092,7.25,7.25,0,0,7.25,0
"GA",2093,7.25,7.25,0,0,7.25,0
"GA",2094,7.25,7.25,0,0,7.25,0
"GA",2095,7.25,7.25,0,0,7.25,0
"GA",2096,7.25,7.25,0,0,7.25,0
"GA",2097,7.25,7.25,0,0,7.25,0
"GA",2098,7.25,7.25,0,0,7.25,0
"GA",2099,7.25,7.25,0,0,7.25,0
"GA",2100,7.25,7.25,0,0,7.25,0
"HI",2024,14,NA,NA,0,14,0
"HI",2025,14,14,0,0,14,0
"HI",2026,16,14,2,1,14,2
"HI",2027,16,16,0,1,14,2
"HI",2028,18,16,2,2,16,2
"HI",2029,18,18,0,2,16,2
"HI",2030,18,18,0,2,16,2
"HI",2031,18,18,0,2,16,2
"HI",2032,18,18,0,2,16,2
"HI",2033,18,18,0,2,16,2
"HI",2034,18,18,0,2,16,2
"HI",2035,18,18,0,2,16,2
"HI",2036,18,18,0,2,16,2
"HI",2037,18,18,0,2,16,2
"HI",2038,18,18,0,2,16,2
"HI",2039,18,18,0,2,16,2
"HI",2040,18,18,0,2,16,2
"HI",2041,18,18,0,2,16,2
"HI",2042,18,18,0,2,16,2
"HI",2043,18,18,0,2,16,2
"HI",2044,18,18,0,2,16,2
"HI",2045,18,18,0,2,16,2
"HI",2046,18,18,0,2,16,2
"HI",2047,18,18,0,2,16,2
"HI",2048,18,18,0,2,16,2
"HI",2049,18,18,0,2,16,2
"HI",2050,18,18,0,2,16,2
"HI",2051,18,18,0,2,16,2
"HI",2052,18,18,0,2,16,2
"HI",2053,18,18,0,2,16,2
"HI",2054,18,18,0,2,16,2
"HI",2055,18,18,0,2,16,2
"HI",2056,18,18,0,2,16,2
"HI",2057,18,18,0,2,16,2
"HI",2058,18,18,0,2,16,2
"HI",2059,18,18,0,2,16,2
"HI",2060,18,18,0,2,16,2
"HI",2061,18,18,0,2,16,2
"HI",2062,18,18,0,2,16,2
"HI",2063,18,18,0,2,16,2
"HI",2064,18,18,0,2,16,2
"HI",2065,18,18,0,2,16,2
"HI",2066,18,18,0,2,16,2
"HI",2067,18,18,0,2,16,2
"HI",2068,18,18,0,2,16,2
"HI",2069,18,18,0,2,16,2
"HI",2070,18,18,0,2,16,2
"HI",2071,18,18,0,2,16,2
"HI",2072,18,18,0,2,16,2
"HI",2073,18,18,0,2,16,2
"HI",2074,18,18,0,2,16,2
"HI",2075,18,18,0,2,16,2
"HI",2076,18,18,0,2,16,2
"HI",2077,18,18,0,2,16,2
"HI",2078,18,18,0,2,16,2
"HI",2079,18,18,0,2,16,2
"HI",2080,18,18,0,2,16,2
"HI",2081,18,18,0,2,16,2
"HI",2082,18,18,0,2,16,2
"HI",2083,18,18,0,2,16,2
"HI",2084,18,18,0,2,16,2
"HI",2085,18,18,0,2,16,2
"HI",2086,18,18,0,2,16,2
"HI",2087,18,18,0,2,16,2
"HI",2088,18,18,0,2,16,2
"HI",2089,18,18,0,2,16,2
"HI",2090,18,18,0,2,16,2
"HI",2091,18,18,0,2,16,2
"HI",2092,18,18,0,2,16,2
"HI",2093,18,18,0,2,16,2
"HI",2094,18,18,0,2,16,2
"HI",2095,18,18,0,2,16,2
"HI",2096,18,18,0,2,16,2
"HI",2097,18,18,0,2,16,2
"HI",2098,18,18,0,2,16,2
"HI",2099,18,18,0,2,16,2
"HI",2100,18,18,0,2,16,2
"IA",2024,7.25,NA,NA,0,7.25,0
"IA",2025,7.25,7.25,0,0,7.25,0
"IA",2026,7.25,7.25,0,0,7.25,0
"IA",2027,7.25,7.25,0,0,7.25,0
"IA",2028,7.25,7.25,0,0,7.25,0
"IA",2029,7.25,7.25,0,0,7.25,0
"IA",2030,7.25,7.25,0,0,7.25,0
"IA",2031,7.25,7.25,0,0,7.25,0
"IA",2032,7.25,7.25,0,0,7.25,0
"IA",2033,7.25,7.25,0,0,7.25,0
"IA",2034,7.25,7.25,0,0,7.25,0
"IA",2035,7.25,7.25,0,0,7.25,0
"IA",2036,7.25,7.25,0,0,7.25,0
"IA",2037,7.25,7.25,0,0,7.25,0
"IA",2038,7.25,7.25,0,0,7.25,0
"IA",2039,7.25,7.25,0,0,7.25,0
"IA",2040,7.25,7.25,0,0,7.25,0
"IA",2041,7.25,7.25,0,0,7.25,0
"IA",2042,7.25,7.25,0,0,7.25,0
"IA",2043,7.25,7.25,0,0,7.25,0
"IA",2044,7.25,7.25,0,0,7.25,0
"IA",2045,7.25,7.25,0,0,7.25,0
"IA",2046,7.25,7.25,0,0,7.25,0
"IA",2047,7.25,7.25,0,0,7.25,0
"IA",2048,7.25,7.25,0,0,7.25,0
"IA",2049,7.25,7.25,0,0,7.25,0
"IA",2050,7.25,7.25,0,0,7.25,0
"IA",2051,7.25,7.25,0,0,7.25,0
"IA",2052,7.25,7.25,0,0,7.25,0
"IA",2053,7.25,7.25,0,0,7.25,0
"IA",2054,7.25,7.25,0,0,7.25,0
"IA",2055,7.25,7.25,0,0,7.25,0
"IA",2056,7.25,7.25,0,0,7.25,0
"IA",2057,7.25,7.25,0,0,7.25,0
"IA",2058,7.25,7.25,0,0,7.25,0
"IA",2059,7.25,7.25,0,0,7.25,0
"IA",2060,7.25,7.25,0,0,7.25,0
"IA",2061,7.25,7.25,0,0,7.25,0
"IA",2062,7.25,7.25,0,0,7.25,0
"IA",2063,7.25,7.25,0,0,7.25,0
"IA",2064,7.25,7.25,0,0,7.25,0
"IA",2065,7.25,7.25,0,0,7.25,0
"IA",2066,7.25,7.25,0,0,7.25,0
"IA",2067,7.25,7.25,0,0,7.25,0
"IA",2068,7.25,7.25,0,0,7.25,0
"IA",2069,7.25,7.25,0,0,7.25,0
"IA",2070,7.25,7.25,0,0,7.25,0
"IA",2071,7.25,7.25,0,0,7.25,0
"IA",2072,7.25,7.25,0,0,7.25,0
"IA",2073,7.25,7.25,0,0,7.25,0
"IA",2074,7.25,7.25,0,0,7.25,0
"IA",2075,7.25,7.25,0,0,7.25,0
"IA",2076,7.25,7.25,0,0,7.25,0
"IA",2077,7.25,7.25,0,0,7.25,0
"IA",2078,7.25,7.25,0,0,7.25,0
"IA",2079,7.25,7.25,0,0,7.25,0
"IA",2080,7.25,7.25,0,0,7.25,0
"IA",2081,7.25,7.25,0,0,7.25,0
"IA",2082,7.25,7.25,0,0,7.25,0
"IA",2083,7.25,7.25,0,0,7.25,0
"IA",2084,7.25,7.25,0,0,7.25,0
"IA",2085,7.25,7.25,0,0,7.25,0
"IA",2086,7.25,7.25,0,0,7.25,0
"IA",2087,7.25,7.25,0,0,7.25,0
"IA",2088,7.25,7.25,0,0,7.25,0
"IA",2089,7.25,7.25,0,0,7.25,0
"IA",2090,7.25,7.25,0,0,7.25,0
"IA",2091,7.25,7.25,0,0,7.25,0
"IA",2092,7.25,7.25,0,0,7.25,0
"IA",2093,7.25,7.25,0,0,7.25,0
"IA",2094,7.25,7.25,0,0,7.25,0
"IA",2095,7.25,7.25,0,0,7.25,0
"IA",2096,7.25,7.25,0,0,7.25,0
"IA",2097,7.25,7.25,0,0,7.25,0
"IA",2098,7.25,7.25,0,0,7.25,0
"IA",2099,7.25,7.25,0,0,7.25,0
"IA",2100,7.25,7.25,0,0,7.25,0
"ID",2024,7.25,NA,NA,0,7.25,0
"ID",2025,7.25,7.25,0,0,7.25,0
"ID",2026,7.25,7.25,0,0,7.25,0
"ID",2027,7.25,7.25,0,0,7.25,0
"ID",2028,7.25,7.25,0,0,7.25,0
"ID",2029,7.25,7.25,0,0,7.25,0
"ID",2030,7.25,7.25,0,0,7.25,0
"ID",2031,7.25,7.25,0,0,7.25,0
"ID",2032,7.25,7.25,0,0,7.25,0
"ID",2033,7.25,7.25,0,0,7.25,0
"ID",2034,7.25,7.25,0,0,7.25,0
"ID",2035,7.25,7.25,0,0,7.25,0
"ID",2036,7.25,7.25,0,0,7.25,0
"ID",2037,7.25,7.25,0,0,7.25,0
"ID",2038,7.25,7.25,0,0,7.25,0
"ID",2039,7.25,7.25,0,0,7.25,0
"ID",2040,7.25,7.25,0,0,7.25,0
"ID",2041,7.25,7.25,0,0,7.25,0
"ID",2042,7.25,7.25,0,0,7.25,0
"ID",2043,7.25,7.25,0,0,7.25,0
"ID",2044,7.25,7.25,0,0,7.25,0
"ID",2045,7.25,7.25,0,0,7.25,0
"ID",2046,7.25,7.25,0,0,7.25,0
"ID",2047,7.25,7.25,0,0,7.25,0
"ID",2048,7.25,7.25,0,0,7.25,0
"ID",2049,7.25,7.25,0,0,7.25,0
"ID",2050,7.25,7.25,0,0,7.25,0
"ID",2051,7.25,7.25,0,0,7.25,0
"ID",2052,7.25,7.25,0,0,7.25,0
"ID",2053,7.25,7.25,0,0,7.25,0
"ID",2054,7.25,7.25,0,0,7.25,0
"ID",2055,7.25,7.25,0,0,7.25,0
"ID",2056,7.25,7.25,0,0,7.25,0
"ID",2057,7.25,7.25,0,0,7.25,0
"ID",2058,7.25,7.25,0,0,7.25,0
"ID",2059,7.25,7.25,0,0,7.25,0
"ID",2060,7.25,7.25,0,0,7.25,0
"ID",2061,7.25,7.25,0,0,7.25,0
"ID",2062,7.25,7.25,0,0,7.25,0
"ID",2063,7.25,7.25,0,0,7.25,0
"ID",2064,7.25,7.25,0,0,7.25,0
"ID",2065,7.25,7.25,0,0,7.25,0
"ID",2066,7.25,7.25,0,0,7.25,0
"ID",2067,7.25,7.25,0,0,7.25,0
"ID",2068,7.25,7.25,0,0,7.25,0
"ID",2069,7.25,7.25,0,0,7.25,0
"ID",2070,7.25,7.25,0,0,7.25,0
"ID",2071,7.25,7.25,0,0,7.25,0
"ID",2072,7.25,7.25,0,0,7.25,0
"ID",2073,7.25,7.25,0,0,7.25,0
"ID",2074,7.25,7.25,0,0,7.25,0
"ID",2075,7.25,7.25,0,0,7.25,0
"ID",2076,7.25,7.25,0,0,7.25,0
"ID",2077,7.25,7.25,0,0,7.25,0
"ID",2078,7.25,7.25,0,0,7.25,0
"ID",2079,7.25,7.25,0,0,7.25,0
"ID",2080,7.25,7.25,0,0,7.25,0
"ID",2081,7.25,7.25,0,0,7.25,0
"ID",2082,7.25,7.25,0,0,7.25,0
"ID",2083,7.25,7.25,0,0,7.25,0
"ID",2084,7.25,7.25,0,0,7.25,0
"ID",2085,7.25,7.25,0,0,7.25,0
"ID",2086,7.25,7.25,0,0,7.25,0
"ID",2087,7.25,7.25,0,0,7.25,0
"ID",2088,7.25,7.25,0,0,7.25,0
"ID",2089,7.25,7.25,0,0,7.25,0
"ID",2090,7.25,7.25,0,0,7.25,0
"ID",2091,7.25,7.25,0,0,7.25,0
"ID",2092,7.25,7.25,0,0,7.25,0
"ID",2093,7.25,7.25,0,0,7.25,0
"ID",2094,7.25,7.25,0,0,7.25,0
"ID",2095,7.25,7.25,0,0,7.25,0
"ID",2096,7.25,7.25,0,0,7.25,0
"ID",2097,7.25,7.25,0,0,7.25,0
"ID",2098,7.25,7.25,0,0,7.25,0
"ID",2099,7.25,7.25,0,0,7.25,0
"ID",2100,7.25,7.25,0,0,7.25,0
"IL",2024,14,NA,NA,0,NA,NA
"IL",2025,15,14,1,1,14,1
"IL",2026,15,15,0,1,14,1
"IL",2027,15,15,0,1,14,1
"IL",2028,15,15,0,1,14,1
"IL",2029,15,15,0,1,14,1
"IL",2030,15,15,0,1,14,1
"IL",2031,15,15,0,1,14,1
"IL",2032,15,15,0,1,14,1
"IL",2033,15,15,0,1,14,1
"IL",2034,15,15,0,1,14,1
"IL",2035,15,15,0,1,14,1
"IL",2036,15,15,0,1,14,1
"IL",2037,15,15,0,1,14,1
"IL",2038,15,15,0,1,14,1
"IL",2039,15,15,0,1,14,1
"IL",2040,15,15,0,1,14,1
"IL",2041,15,15,0,1,14,1
"IL",2042,15,15,0,1,14,1
"IL",2043,15,15,0,1,14,1
"IL",2044,15,15,0,1,14,1
"IL",2045,15,15,0,1,14,1
"IL",2046,15,15,0,1,14,1
"IL",2047,15,15,0,1,14,1
"IL",2048,15,15,0,1,14,1
"IL",2049,15,15,0,1,14,1
"IL",2050,15,15,0,1,14,1
"IL",2051,15,15,0,1,14,1
"IL",2052,15,15,0,1,14,1
"IL",2053,15,15,0,1,14,1
"IL",2054,15,15,0,1,14,1
"IL",2055,15,15,0,1,14,1
"IL",2056,15,15,0,1,14,1
"IL",2057,15,15,0,1,14,1
"IL",2058,15,15,0,1,14,1
"IL",2059,15,15,0,1,14,1
"IL",2060,15,15,0,1,14,1
"IL",2061,15,15,0,1,14,1
"IL",2062,15,15,0,1,14,1
"IL",2063,15,15,0,1,14,1
"IL",2064,15,15,0,1,14,1
"IL",2065,15,15,0,1,14,1
"IL",2066,15,15,0,1,14,1
"IL",2067,15,15,0,1,14,1
"IL",2068,15,15,0,1,14,1
